PropertyID,Title,City,Locality,Type,Price_Cr,Area_sqft,BHK,Price_per_sqft,Furnishing,TransactionType,ListedDate,Available
PROP_0190,Commercial BHK Plot in Viman Nagar,Pune,Viman Nagar,Plot,0.53,4312,0,1229,Unfurnished,New Booking,2025-05-08,True
PROP_0191,Commercial BHK Plot in Viman Nagar,Pune,Viman Nagar,Plot,1.04,1451,0,7167,Semi Furnished,Resale,2024-11-06,True
PROP_0192,Commercial BHK Commercial in Rohini,Delhi,Rohini,Commercial,1.89,2956,0,6394,Fully Furnished,New Booking,2025-02-03,True
PROP_0193,Commercial BHK Villa in Whitefield,Bangalore,Whitefield,Villa,1.5,3405,0,4405,Fully Furnished,Resale,2025-07-19,True
PROP_0194,1 BHK Apartment in Whitefield,Bangalore,Whitefield,Apartment,3.34,1161,1,28768,Unfurnished,New Booking,2025-03-10,True
PROP_0195,4 BHK Apartment in HSR Layout,Bangalore,HSR Layout,Apartment,3.91,1416,4,27613,Semi Furnished,Resale,2025-06-02,True
PROP_0196,Commercial BHK Commercial in Hitech City,Hyderabad,Hitech City,Commercial,0.98,1294,0,7573,Semi Furnished,New Booking,2025-07-06,True
PROP_0197,2 BHK Apartment in New Town,Kolkata,New Town,Apartment,1.71,692,2,24711,Semi Furnished,Resale,2025-07-06,True
PROP_0198,Commercial BHK Commercial in Viman Nagar,Pune,Viman Nagar,Commercial,2.44,1854,0,13161,Fully Furnished,New Booking,2025-08-05,True
PROP_0199,Commercial BHK Plot in Dwarka,Delhi,Dwarka,Plot,2.24,1923,0,11648,Semi Furnished,New Booking,2025-02-12,True
PROP_0200,Commercial BHK Plot in Koramangala,Bangalore,Koramangala,Plot,1.27,4867,0,2609,Unfurnished,Resale,2025-10-18,True
